#chrom	cisChromContactsFraction	transChromContactsFraction
DMSO chr1 0.719698 0.280302 A
DMSO chr2 0.684855 0.315145 A
DMSO chr3 0.71361 0.28639 A
DMSO chr4 0.665812 0.334188 A
DMSO chr5 0.667633 0.332367 A
DMSO chr6 0.69502 0.30498 A
DMSO chr7 0.66581 0.33419 A
DMSO chr8 0.682613 0.317387 A
DMSO chr9 0.664625 0.335375 A
DMSO chr10 0.690129 0.309871 A
DMSO chr11 0.637887 0.362113 A
DMSO chr12 0.681209 0.318791 A
DMSO chr13 0.693946 0.306054 A
DMSO chr14 0.680413 0.319587 A
DMSO chr15 0.646843 0.353157 A
DMSO chr16 0.660611 0.339389 A
DMSO chr17 0.635713 0.364287 A
DMSO chr18 0.674883 0.325117 A
DMSO chr19 0.618802 0.381198 A
DMSO chr1 0.832025 0.167975 B
DMSO chr2 0.818199 0.181801 B
DMSO chr3 0.823436 0.176564 B
DMSO chr4 0.810846 0.189154 B
DMSO chr5 0.804034 0.195966 B
DMSO chr6 0.812254 0.187746 B
DMSO chr7 0.793078 0.206922 B
DMSO chr8 0.802708 0.197292 B
DMSO chr9 0.790361 0.209639 B
DMSO chr10 0.806178 0.193822 B
DMSO chr11 0.772006 0.227994 B
DMSO chr12 0.802081 0.197919 B
DMSO chr13 0.794836 0.205164 B
DMSO chr14 0.807478 0.192522 B
DMSO chr15 0.792972 0.207028 B
DMSO chr16 0.799627 0.200373 B
DMSO chr17 0.779778 0.220222 B
DMSO chr18 0.78672 0.21328 B
DMSO chr19 0.745518 0.254482 B
